ver	name	area	isa	type	equipment	service	description	manufacturer	model	datasheet	plc	iotype	pid	location	wiringDiagram	JboxPanel	SuppliedBy	InstalledBy	ConnectedBy	RIO	RACK	SLOT	POINT	PLC_TAG	PLC_DESCRIPTION	OPCTAG	Note
3	2400-YS-2372C	2400	YS		400-JIG-02	FINE JIG TAILING SCREEN #1	DISCHARGE READY				2200-PLC-01	DI	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8711	2400-JIG-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	6		400-JIG-01-Discharge Ready		
3	2400-YS-2372D	2400	YS		400-JIG-02	FINE JIG TAILING SCREEN #1	DISCHARGE RUN				2200-PLC-01	DI	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8711	2400-JIG-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	7		400-JIG-01-Discharge Running		
3	2400-YS-2401A	2400	YS		400-VIS-02	FINE JIG TAILING SCREEN #1	FAULT STATUS				2200-PLC-01	DI	DSOT-DW-2400-IC-8024	N/A	DSOT-DW-2400-IC-8712	2400-VIS-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	12		400-VIS-02-VFD Faulted		
3	2400-YS-2401B	2400	YS		400-VIS-02	FINE JIG TAILING SCREEN #1	RUNNING STATUS				2200-PLC-01	DI	DSOT-DW-2400-IC-8024	N/A	DSOT-DW-2400-IC-8712	2400-VIS-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	0	7	13		400-VIS-02-Screen Running		
1	2400-YSR-2104	2400	YSR		400-VIF-01	WIDE VIBRATING FEEDER #1	RUNNING SIGNAL				2200-PLC-01	DI	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8702	2400-VIF-01-CP	PME010	OEM	I&C Contractor	2200-RIO-02	0	3	12		400-VIF-01-Feeder Running		
1	2400-YSR-2304	2400	YSR		400-VIF-02	WIDE VIBRATING FEEDER #2	RUNNING SIGNAL 				2200-PLC-01	DI	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8705	2400-VIF-02-CP	PME010	OEM	I&C Contractor	2200-RIO-02	0	5	12		400-VIF-02-Feeder Running		
1	2400-YY-2104	2400	YY		400-VIF-01	WIDE VIBRATING FEEDER #1	REMOTE START (DRY CONTACT)				2200-PLC-01	DO	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8702	2400-VIF-01-CP	PME010	OEM	I&C Contractor	2200-RIO-02	1	0	0		400-VIF-01-Feeder Start Cmd.		
3	2400-YY-2172A	2400	YY		400-JIG-01	FINE JIG CONCENTRATE SCREEN #1	RELEASE CONTROL				2200-PLC-01	DO	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8703	2400-JIG-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	1	0		400-JIG-01-Release Control		
3	2400-YY-2172B	2400	YY		400-JIG-01	FINE JIG CONCENTRATE SCREEN #1	RELEASE AIR CONTROL				2200-PLC-01	DO	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8703	2400-JIG-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	1	1		400-JIG-01-Release Air Control		
3	2400-YY-2172C	2400	YY		400-JIG-01	FINE JIG CONCENTRATE SCREEN #1	RELEASE DISCHARGE				2200-PLC-01	DO	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8703	2400-JIG-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	1	2		400-JIG-01-Release Discharge		
3	2400-YY-2201	2400	YY		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	REMOTE MODE				2200-PLC-01	DO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8703	2400-JIG-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	1	3		400-VIS-01-Remote Mode Cmd.		
1	2400-YY-2304	2400	YY		400-VIF-02	WIDE VIBRATING FEEDER #2	REMOTE START (DRY CONTACT)				2200-PLC-01	DO	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8705	2400-VIF-02-CP	PME010	OEM	I&C Contractor	2200-RIO-02	1	0	1		400-VIF-02-Feeder Start Cmd.		
3	2400-YY-2372A	2400	YY		400-JIG-02	FINE JIG TAILING SCREEN #1	RELEASE CONTROL				2200-PLC-01	DO	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8711	2400-JIG-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	1	4		400-JIG-01-Release Control		
3	2400-YY-2372B	2400	YY		400-JIG-02	FINE JIG TAILING SCREEN #1	RELEASE AIR CONTROL				2200-PLC-01	DO	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8711	2400-JIG-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	1	5		400-JIG-01-Release Air Control		
3	2400-YY-2372C	2400	YY		400-JIG-02	FINE JIG TAILING SCREEN #1	RELEASE DISCHARGE				2200-PLC-01	DO	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8711	2400-JIG-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	1	6		400-JIG-01-Release Discharge		
3	2400-YY-2401	2400	YY		400-VIS-02	FINE JIG TAILING SCREEN #1	REMOTE MODE				2200-PLC-01	DO	DSOT-DW-2400-IC-8024	N/A	DSOT-DW-2400-IC-8711	2400-JIG-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	1	7		400-VIS-02-Remote Mode Cmd.		
1	2400-ZLC-2145	2400	ZLC		400-JIG-01	FINE JIG #1	REMOTE CONTROL BOX GATE CLOSE LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
1	2400-ZLC-2153	2400	ZLC		400-JIG-01	FINE JIG #1	REMOTE CONTROL BOX GATE CLOSE LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-ZLC-2161	2400	ZLC		400-JIG-01	FINE JIG #1	REMOTE CONTROL BOX VALVE CLOSE LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-ZLC-2345	2400	ZLC		400-JIG-02	FINE JIG #2	REMOTE CONTROL BOX CLOSE LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-ZLC-2353	2400	ZLC		400-JIG-02	FINE JIG #2	REMOTE CONTROL BOX CLOSE LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-ZLC-2361	2400	ZLC		400-JIG-02	FINE JIG #2	REMOTE CONTROL BOX CLOSE VLAVE LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								
1	2400-ZLO-2145	2400	ZLO		400-JIG-01	FINE JIG #1	REMOTE CONTROL BOX GATE OPEN LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
1	2400-ZLO-2153	2400	ZLO		400-JIG-01	FINE JIG #1	REMOTE CONTROL BOX GATE OPEN LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-ZLO-2161	2400	ZLO		400-JIG-01	FINE JIG #1	REMOTE CONTROL BOX VALVE OPEN LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-ZLO-2345	2400	ZLO		400-JIG-02	FINE JIG #2	REMOTE CONTROL BOX OPEN LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-ZLO-2353	2400	ZLO		400-JIG-02	FINE JIG #2	REMOTE CONTROL BOX OPEN LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-ZLO-2361	2400	ZLO		400-JIG-02	FINE JIG #2	REMOTE CONTROL BOX OPEN VLAVE LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								
3	2400-ZS-2908	2400	ZS		400-ROM-01	"ROD MILL, FEED"	POSITION SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8725	2400-LOU-02	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	7		400-ROM-01-Main Bear. Gr. Feed End Metering Switch		DSOT-VP-2450-M2-0144-0117
3	2400-ZS-2909	2400	ZS		400-ROM-01	"ROD MILL, DISCHARGE"	POSITION SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8725	2400-LOU-02	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	8		400-ROM-01-Main Bear. Gr. Dis. End Metering Switch		DSOT-VP-2450-M2-0144-0117
3	2400-ZS-2916	2400	ZS		400-ROM-01	"ROD MILL, GEAR SPRAY SYS."	POSITION SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8724	2400-LOU-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	11		400-ROM-01-Ring Gear Gr. Distr. Bl. Meter. Switch		DSOT-VP-2450-M2-0144-0117
3	2400-ZS-2925	2400	ZS		400-ROM-01	"ROD MILL, GEAR SPRAY SYS."	POSITION SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8724	2400-LOU-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	13		400-ROM-01-Ring Gear Gr. Spray Door Closed		DSOT-VP-2450-ME-0144-0103
1	2400-ZSC-2161	2400	ZSC		400-JIG-01	FINE JIG #1	CLOSE KNIFE GATE POSITION SWITCH	TBD	TBD	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 20/37	2400-HK-2161/2201	PME010	OEM	OEM								
0	2400-ZSC-2170	2400	ZSC		400-JIG-01	FINE JIG #1	CLOSE POSITION SWITCH	TBD	TBD	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 6/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
1	2400-ZSC-2361	2400	ZSC		400-JIG-02	FINE JIG #2	KNIFE GATE VALVE CLOSE POSITION SWITCH	TBD	TBD	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 20/37	2400-HK-2361/2401	PME010	OEM	OEM								
1	2400-ZSC-2370	2400	ZSC		400-JIG-02	FINE JIG #2	CLOSE POSITION SWITCH	TBD	TBD	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 6/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
3	2400-ZSC-2502	2400	ZSC		400-PBO-01	JIG SCREENS PUMP BOX	BUTTERFLY CLOSE POSITION SWITCH	N/A	N/A	SEE FV	2200-PLC-01	DI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8162	2400-PBO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	5	0		400-SLP-02-Inlet Isol. Valve Closed		
3	2400-ZSC-2505	2400	ZSC		400-PBO-01	JIG SCREENS PUMP BOX	KNIFE GATE VALVE CLOSE POSITION SWITCH	N/A	N/A	SEE FV	2200-PLC-01	DI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8162	2400-PBO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	5	2		400-SLP-01-Inlet Isol. Valve Closed		
3	2400-ZSC-2514	2400	ZSC		400-SLP-01	JIGS SCREENS TRANSFER PUMP	DRAIN VALVE CLOSE POSITION SWITCH	N/A	N/A	SEE FV	2200-PLC-01	DI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8162	2400-PBO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	5	4		400-SLP-01-Drain Valve Closed		
3	2400-ZSC-2515	2400	ZSC		400-PBO-01	JIG SCREENS PUMP BOX	BUTTERFLY CLOSE POSITION SWITCH	N/A	N/A	SEE FV	2200-PLC-01	DI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8162	2400-PBO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	5	6		400-SLP-04-Inlet Isol. Valve Closed		
1	2400-ZSC-2618	2400	ZSC		400-BBO-01	BALL MILL BALL BUCKET	CLOSE VALVE POSITION SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8140	2400-BAM-01-JBD-01	OEM	I&C Contractor	I&C Contractor	2200-RIO-02	0	1	13		400-BBO-01-Ball Supply Valve Closed		
1	2400-ZSC-2814	2400	ZSC		400-ROM-01	ROD MILL	CLOSE POSITION PROXIMITY SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	1		400-ROM-01-Inch Drive Engaged		DSOT-VP-2450-M2-0144-0117
1	2400-ZSH-2203A	2400	ZSH		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	BELT MISALIGMENT (CONV. HEAD / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	2		400-CVO-01-Conv. Head Left Side Belt Mis. (NOT)		
1	2400-ZSH-2203B	2400	ZSH		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	BELT MISALIGMENT (CONV. HEAD / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	4		400-CVO-01-Conv. Head Right Side Belt Mis. (NOT)		
1	2400-ZSH-2203C	2400	ZSH		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	BELT MISALIGMENT (CONV. TAIL / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	6		400-CVO-01-Conv. Tail Left Side Belt Mis. (NOT)		
1	2400-ZSH-2203D	2400	ZSH		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	BELT MISALIGMENT (CONV. TAIL / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	8		400-CVO-01-Conv. Tail Right Side Belt Mis. (NOT)		
1	2400-ZSH-2204A	2400	ZSH		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	BELT MISALIGMENT (CONV. HEAD / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	2		400-CVO-02-Conv. Head Left Side Belt Mis. (NOT)		
1	2400-ZSH-2204B	2400	ZSH		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	BELT MISALIGMENT (CONV. HEAD / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	4		400-CVO-02-Conv. Head Right Side Belt Mis. (NOT)		
1	2400-ZSH-2204C	2400	ZSH		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	BELT MISALIGMENT (CONV. TAIL / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	6		400-CVO-02-Conv. Tail Left Side Belt Mis. (NOT)		
1	2400-ZSH-2204D	2400	ZSH		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	BELT MISALIGMENT (CONV. TAIL / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	8		400-CVO-02-Conv. Tail Right Side Belt Mis. (NOT)		
1	2400-ZSH-2205A	2400	ZSH		400-CVO-03	JIGS REFUSE CONVEYOR	BELT MISALIGMENT (CONV. HEAD / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	2		400-CVO-03-Conv. Head Left Side Belt Mis. (NOT)		
1	2400-ZSH-2205B	2400	ZSH		400-CVO-03	JIGS REFUSE CONVEYOR	BELT MISALIGMENT (CONV. HEAD / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	4		400-CVO-03-Conv. Head Right Side Belt Mis. (NOT)		
1	2400-ZSH-2205C	2400	ZSH		400-CVO-03	JIGS REFUSE CONVEYOR	BELT MISALIGMENT (CONV. TAIL / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	6		400-CVO-03-Conv. Tail Left Side Belt Mis. (NOT)		
1	2400-ZSH-2205D	2400	ZSH		400-CVO-03	JIGS REFUSE CONVEYOR	BELT MISALIGMENT (CONV. TAIL / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	8		400-CVO-03-Conv. Tail Right Side Belt Mis. (NOT)		
1	2400-ZSHH-2203A	2400	ZSHH		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	BELT MISALIGMENT (CONV. HEAD / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	3		400-CVO-01-Conv. H. L. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2203B	2400	ZSHH		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	BELT MISALIGMENT (CONV. HEAD / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	5		400-CVO-01-Conv. H. R. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2203C	2400	ZSHH		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	BELT MISALIGMENT (CONV. TAIL / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	7		400-CVO-01-Conv. T. L. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2203D	2400	ZSHH		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	BELT MISALIGMENT (CONV. TAIL / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	9		400-CVO-01-Conv. T. R. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2204A	2400	ZSHH		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	BELT MISALIGMENT (CONV. HEAD / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	3		400-CVO-02-Conv. H. L. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2204B	2400	ZSHH		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	BELT MISALIGMENT (CONV. HEAD / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	5		400-CVO-02-Conv. H. R. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2204C	2400	ZSHH		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	BELT MISALIGMENT (CONV. TAIL / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	7		400-CVO-02-Conv. T. L. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2204D	2400	ZSHH		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	BELT MISALIGMENT (CONV. TAIL / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	9		400-CVO-02-Conv. T. R. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2205A	2400	ZSHH		400-CVO-03	JIGS REFUSE CONVEYOR	BELT MISALIGMENT (CONV. HEAD / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	3		400-CVO-03-Conv. H. L. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2205B	2400	ZSHH		400-CVO-03	JIGS REFUSE CONVEYOR	BELT MISALIGMENT (CONV. HEAD / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	5		400-CVO-03-Conv. H. R. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2205C	2400	ZSHH		400-CVO-03	JIGS REFUSE CONVEYOR	BELT MISALIGMENT (CONV. TAIL / LEFT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	7		400-CVO-03-Conv. T. L. Side Belt Crit. Mis. (NOT)		
1	2400-ZSHH-2205D	2400	ZSHH		400-CVO-03	JIGS REFUSE CONVEYOR	BELT MISALIGMENT (CONV. TAIL / RIGHT SIDE)	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	9		400-CVO-03-Conv. T. R. Side Belt Crit. Mis. (NOT)		
0	2400-ZSL-2204	2400	ZSL		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR		TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	PME012	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	10		400-CVO-02-Gravity Take-up Low Position (NOT)		
1	2400-ZSO-2161	2400	ZSO		400-JIG-01	FINE JIG #1	OPEN KNIFE GATE POSITION SWITCH	TBD	TBD	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 20/37	2400-HK-2161/2201	PME010	OEM	OEM								
1	2400-ZSO-2170	2400	ZSO		400-JIG-01	FINE JIG #1	OPEN POSITION SWITCH	TBD	TBD	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 6/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
1	2400-ZSO-2361	2400	ZSO		400-JIG-02	FINE JIG #2	KNIFE GATE VLAVE OPEN POSITION SWITCH	TBD	TBD	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 20/37	2400-HK-2361/2401	PME010	OEM	OEM								
1	2400-ZSO-2370	2400	ZSO		400-JIG-02	FINE JIG #2	OPEN POSITION SWITCH	TBD	TBD	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 6/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
3	2400-ZSO-2502	2400	ZSO		400-PBO-01	JIG SCREENS PUMP BOX	BUTTERFLY OPEN POSITION SWITCH	N/A	N/A	SEE FV	2200-PLC-01	DI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8162	2400-PBO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	5	1		400-SLP-02-Inlet Isol. Valve Opened		
3	2400-ZSO-2505	2400	ZSO		400-PBO-01	JIG SCREENS PUMP BOX	KNIFE GATE VALVE OPEN POSITION SWITCH	N/A	N/A	SEE FV	2200-PLC-01	DI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8162	2400-PBO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	5	3		400-SLP-01-Inlet Isol. Valve Opened		
3	2400-ZSO-2514	2400	ZSO		400-SLP-01	JIGS SCREENS TRANSFER PUMP	DRAIN VALVE OPEN POSITION SWITCH	TBD	TBD	SEE FV	2200-PLC-01	DI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8162	2400-PBO-01-JBD-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	0	5	5		400-SLP-01-Drain Valve Opened		
